time,steps
2017-08-20 11:38:28,20
2017-08-20 12:28:13,9
2017-08-21 11:46:08,15
2017-08-21 13:20:45,18
2017-08-21 13:46:06,17
2017-08-22 03:30:05,11
2017-08-23 10:29:02,18
2017-08-23 15:05:41,17
2017-08-23 17:50:50,13
2017-08-24 23:10:38,6
2017-08-25 14:07:01,11
2017-08-25 19:36:39,13
2017-08-25 23:33:53,21
2017-08-26 22:53:23,22
2017-08-27 06:09:02,14
2017-08-29 15:17:51,21
2017-08-29 21:38:51,16
2017-08-29 22:04:03,21
2017-08-31 18:02:39,18
2017-09-01 21:53:32,19
2017-09-02 01:16:14,20
2017-09-02 03:52:49,22
2017-09-02 10:51:34,14
2017-09-03 00:54:02,16
2017-09-03 05:33:22,15
2017-09-03 13:32:36,13
2017-09-03 20:57:51,14
2017-09-06 13:01:31,7
2017-09-07 04:44:56,16
2017-09-07 14:47:43,17
2017-09-08 18:48:57,14
2017-09-10 04:26:12,10
2017-09-10 10:23:53,14
2017-09-10 14:51:27,19
2017-09-11 09:30:28,19
2017-09-11 09:39:44,15
2017-09-11 23:44:50,18
2017-09-12 14:15:22,20
2017-09-13 08:09:44,8
2017-09-13 23:56:57,15
2017-09-14 02:11:53,20
2017-09-15 00:03:58,15
2017-09-15 10:34:33,14
2017-09-15 15:50:52,20
2017-09-16 13:27:15,21
2017-09-18 14:09:24,15
2017-09-18 18:40:33,9
2017-09-18 20:22:54,14
2017-09-19 09:40:02,11
2017-09-19 16:20:35,15
2017-09-20 16:15:09,19
2017-09-21 10:24:01,10
2017-09-24 18:42:28,12
2017-09-26 07:24:02,15
2017-09-26 13:58:04,11
2017-09-26 17:58:09,19
2017-09-26 18:36:13,14
2017-09-26 19:42:46,16
2017-09-27 20:24:55,21
2017-09-30 00:22:53,4
2017-09-30 15:17:28,19
2017-09-30 17:15:46,22
2017-09-30 18:10:12,15
2017-10-02 05:30:29,20
2017-10-03 02:03:27,19
2017-10-03 02:37:37,17
2017-10-03 18:16:27,20
2017-10-03 21:41:53,18
2017-10-04 02:31:56,21
2017-10-04 09:26:05,15
2017-10-05 04:10:59,13
2017-10-05 14:59:42,18
2017-10-05 16:28:05,17
2017-10-07 13:09:47,10
2017-10-07 20:14:30,18
2017-10-08 06:02:19,17
2017-10-08 13:15:21,13
2017-10-09 14:07:22,6
2017-10-10 10:39:53,15
2017-10-10 10:54:06,19
2017-10-10 21:51:07,9
2017-10-11 07:20:17,16
2017-10-13 09:43:46,16
2017-10-13 20:51:47,20
2017-10-14 05:39:03,15
2017-10-16 08:32:01,14
2017-10-16 16:32:37,12
2017-10-17 04:36:41,14
2017-10-17 08:20:53,17
2017-10-19 22:29:33,16
2017-10-20 06:42:08,3
2017-10-21 19:14:11,18
2017-10-22 20:58:46,16
2017-10-24 03:49:00,13
2017-10-25 05:45:27,12
2017-10-25 18:23:34,13
2017-10-26 11:52:39,14
2017-10-26 14:13:48,19
2017-10-27 23:25:05,11
2017-10-28 00:22:50,16
2017-10-28 06:29:21,18
2017-10-29 14:28:44,15
2017-10-29 19:03:21,16
2017-10-30 10:33:38,17
2017-10-30 19:44:08,20
2017-10-31 04:55:44,22
2017-10-31 11:44:23,16
2017-11-01 07:32:22,20
2017-11-01 10:46:33,18
2017-11-01 12:44:57,19
2017-11-01 17:39:45,20
2017-11-03 05:16:00,14
2017-11-03 12:48:54,20
2017-11-03 20:26:17,17
2017-11-04 18:14:25,18
2017-11-05 09:03:58,12
2017-11-06 20:19:41,16
2017-11-08 04:29:39,15
2017-11-09 09:32:19,19
2017-11-09 09:53:33,14
2017-11-09 12:31:40,15
2017-11-10 05:35:09,15
2017-11-11 02:04:08,16
2017-11-11 09:33:50,16
2017-11-11 18:16:26,14
2017-11-11 22:03:12,15
2017-11-11 23:27:34,18
2017-11-12 03:22:51,16
2017-11-12 18:01:13,15
2017-11-13 11:37:12,25
2017-11-13 12:12:43,16
2017-11-15 20:57:17,23
2017-11-16 03:55:27,13
2017-11-16 13:40:18,12
2017-11-16 13:50:43,18
2017-11-17 08:32:25,9
2017-11-17 12:01:58,16
2017-11-17 14:46:17,13
2017-11-18 00:04:31,15
2017-11-18 04:29:48,14
2017-11-18 18:05:03,18
2017-11-18 21:50:04,9
2017-11-20 07:30:25,12
2017-11-21 00:46:15,20
2017-11-21 10:09:31,7
2017-11-21 12:16:38,19
2017-11-21 12:50:29,11
2017-11-21 23:17:14,14
2017-11-22 02:21:43,21
2017-11-23 02:33:50,20
2017-11-23 14:37:14,9
2017-11-23 18:01:17,18
2017-11-24 04:35:46,16
2017-11-24 20:12:49,10
2017-11-24 22:28:16,19
2017-11-25 20:30:46,15
2017-11-26 12:04:42,17
2017-11-27 06:43:33,18
2017-11-27 21:43:34,13
2017-11-30 03:23:08,10
2017-11-30 21:47:20,15
2017-12-01 00:47:02,15
2017-12-01 03:02:34,17
2017-12-01 21:38:49,14
2017-12-02 15:25:07,13
2017-12-02 16:00:00,15
2017-12-03 07:56:20,19
2017-12-03 10:08:01,12
2017-12-03 20:17:44,8
2017-12-04 09:36:03,14
2017-12-04 12:52:06,14
2017-12-04 13:39:05,10
2017-12-04 23:19:42,13
2017-12-04 23:38:00,16
2017-12-05 07:30:06,16
2017-12-05 09:50:30,14
2017-12-06 02:47:55,8
2017-12-06 08:07:20,21
2017-12-07 14:25:58,20
2017-12-07 19:29:25,4
2017-12-07 21:32:05,12
2017-12-08 20:24:13,17
2017-12-09 02:19:36,15
2017-12-09 09:43:06,14
2017-12-09 14:33:30,19
2017-12-10 12:13:17,9
2017-12-13 07:22:45,22
2017-12-15 12:04:53,14
2017-12-15 14:19:41,16
2017-12-15 21:33:04,18
2017-12-16 13:50:16,16
2017-12-16 18:00:48,8
2017-12-17 03:01:31,16
2017-12-17 13:24:36,13
2017-12-17 13:26:09,18
2017-12-18 17:04:26,14
2017-12-18 20:04:41,19
2017-12-19 00:00:05,12
2017-12-19 15:28:20,15
2017-12-19 22:36:28,15
2017-12-20 06:55:22,12
2017-12-20 07:48:22,20
2017-12-20 08:23:42,15
2017-12-20 15:21:19,14
2017-12-20 16:12:01,11
2017-12-21 12:14:27,12
2017-12-22 03:55:44,11
2017-12-23 05:22:24,19
2017-12-23 06:33:27,17
2017-12-23 19:14:49,10
2017-12-24 15:03:47,15
2017-12-25 09:02:11,14
2017-12-25 13:31:00,16
2017-12-26 23:30:26,16
2017-12-27 00:06:53,12
2017-12-27 03:30:31,11
2017-12-27 19:57:43,15
2017-12-27 20:39:22,20
2017-12-28 14:39:47,13
2017-12-29 03:10:56,15
2017-12-29 10:46:24,23
2017-12-29 11:42:18,16
2017-12-30 00:46:21,18
2017-12-30 01:29:16,7
2017-12-30 20:15:17,17
2017-12-31 15:32:59,16
2017-12-31 19:09:12,16
2018-01-01 13:25:11,18
2018-01-01 17:39:30,20
2018-01-02 22:33:31,13
2018-01-02 23:28:51,14
2018-01-03 08:12:03,17
2018-01-04 07:34:26,16
2018-01-04 07:56:57,6
2018-01-05 12:01:59,9
2018-01-06 08:19:52,16
2018-01-06 13:07:48,14
2018-01-08 12:27:27,14
2018-01-08 15:19:40,14
2018-01-10 18:59:47,14
2018-01-10 22:13:40,19
2018-01-10 22:41:44,14
2018-01-11 10:40:28,23
2018-01-12 19:20:44,14
2018-01-12 19:46:21,19
2018-01-13 02:06:01,15
2018-01-13 06:00:34,17
2018-01-14 06:09:32,12
2018-01-15 23:20:03,9
2018-01-16 11:40:59,17
2018-01-16 23:46:47,15
2018-01-17 02:44:25,9
2018-01-18 02:50:03,7
2018-01-18 03:28:10,21
2018-01-18 03:48:39,14
2018-01-18 17:23:18,22
2018-01-19 01:31:03,17
2018-01-19 16:02:29,16
2018-01-19 20:20:19,27
2018-01-20 02:52:51,8
2018-01-20 08:07:44,12
2018-01-21 14:34:33,11
2018-01-22 00:43:59,10
2018-01-23 10:22:31,15
2018-01-23 17:07:17,20
2018-01-24 00:13:56,13
2018-01-24 10:39:19,19
2018-01-24 20:22:57,17
2018-01-25 00:50:04,15
2018-01-25 02:23:35,17
2018-01-25 12:43:03,10
2018-01-26 03:18:47,16
2018-01-26 16:14:27,17
2018-01-28 10:32:36,12
2018-01-30 09:52:33,9
2018-01-31 14:32:55,24
2018-02-01 02:53:30,24
2018-02-01 22:14:58,13
2018-02-02 22:27:37,11
2018-02-04 03:10:35,21
2018-02-06 10:45:37,7
2018-02-06 17:46:17,14
2018-02-07 04:38:57,12
2018-02-07 15:14:43,11
2018-02-08 01:27:57,14
2018-02-08 04:49:00,22
2018-02-09 00:44:17,10
2018-02-09 20:13:06,16
2018-02-10 12:59:08,14
2018-02-10 13:10:56,13
2018-02-11 00:16:49,19
2018-02-11 20:32:45,13
2018-02-12 04:49:45,13
2018-02-13 11:52:06,13
2018-02-13 12:09:06,21
2018-02-13 23:43:46,10
2018-02-15 08:57:13,13
2018-02-15 15:55:10,11
2018-02-16 02:55:14,10
2018-02-16 06:06:40,15
2018-02-17 12:15:33,11
