time,steps
2018-01-23 01:51:28,4968
2018-01-23 08:19:23,4904
2018-01-24 09:04:54,2035
2018-01-30 02:28:03,6747
2018-01-31 10:04:24,8129
2018-02-01 07:38:37,733
2018-02-02 01:22:48,6754
2018-02-04 01:58:35,4779
2018-02-04 07:02:45,497
2018-02-06 13:38:26,1180
2018-02-07 23:47:09,7899
2018-02-13 20:35:40,4960
